"Url","Status","JobId","Error"
"https://www.youtube.com/watch?v=hBT1gbs6xpg","queued","d7933955-338d-4009-a4d9-bc68079395c4",""
"https://www.youtube.com/watch?v=RISXVCxMQtM","queued","1938a311-25f7-4900-b18a-a3fddfa75b17",""
"https://www.youtube.com/watch?v=UR-r3xNX1sU","queued","fc40ac23-98ff-403d-b5b6-a297de355ed2",""
"https://www.youtube.com/watch?v=Eo9hZz3oizk","queued","16eb09a9-6e73-4560-86ca-146a17a87b25",""
"https://www.youtube.com/watch?v=DEOABYWiJd4","queued","ba4113e9-534f-4c25-8fa7-97a19a03c3de",""
"https://www.youtube.com/watch?v=CG-I7aNLh04","queued","c8f94191-64a5-42ec-afc3-e7a34538ac98",""
"https://www.youtube.com/watch?v=qwnSAPl2wl0","queued","b13c1715-92ae-4a4c-a1a6-0320340aa254",""
"https://www.youtube.com/watch?v=_rGo1s6iEjc","queued","dbcfaaab-7405-4ffb-a4f8-2753fff1f270",""
"https://www.youtube.com/watch?v=GTk3vz-KDq4","queued","9cc51184-5b2f-4261-bef9-23ffe3894c49",""
"https://www.youtube.com/watch?v=CBUQRI9NUow","queued","4a755e13-c29e-4b8f-a488-52e0b922858b",""
"https://www.youtube.com/watch?v=5dWeeUIZFgA","queued","e632db73-c8b1-4ca4-936c-7af94f4de22f",""
"https://www.youtube.com/watch?v=EgmXTmj62ic","queued","ef82db9d-20f3-4331-a01a-dd280e00c0de",""
"https://www.youtube.com/watch?v=CMY3lppK124","queued","5db4cb1b-bd04-4f16-af5a-27ee186119e2",""
"https://www.youtube.com/watch?v=s_HTAQoHIF0","queued","acbb282a-fac2-4471-a246-e5c4099517a5",""
"https://www.youtube.com/watch?v=LLpldGBqpgM","queued","ddb751bd-cbff-4408-824b-ff4dbd3cd236",""
"https://www.youtube.com/watch?v=TOwI70KWSrw","queued","ac0acc6f-3476-4a7f-8d43-63ebc3ccb68d",""
"https://www.youtube.com/watch?v=giA1Y3VB3CM","queued","73d1fe1c-cdad-41b2-8993-0d6d4dffbcf0",""
"https://www.youtube.com/watch?v=S3ToKKawk_A","queued","8ae0df82-bfff-47e1-9cdb-e054fc27671f",""
"https://www.youtube.com/watch?v=oRmg3Q9qFLw","queued","068903c6-cf7e-4196-92f0-668f2b778642",""
"https://www.youtube.com/watch?v=Bbwcg0-JHjY","queued","9eb77e61-caff-46ee-b222-04c806da328e",""
"https://www.youtube.com/watch?v=tbbum13VHSk","queued","0338b4f3-4a5f-409a-8197-e1434eef3c57",""
"https://www.youtube.com/watch?v=2gjt_-Lw5Ak","queued","bacf0601-5ff7-46e8-b531-ac71329a861f",""
"https://www.youtube.com/watch?v=L-kKWXZ5wwc","queued","5534cb29-6cca-4a12-9aef-c0419f70f485",""
"https://www.youtube.com/watch?v=cKyxTcwkvJc","queued","4d805da6-cd03-4708-bfad-5704cc767124",""
"https://www.youtube.com/watch?v=Np29xQZiCQk","queued","ea29ec9d-4084-41cf-a995-09c00b180e74",""
"https://www.youtube.com/watch?v=2qCpY38ompo","queued","8c61b3ed-f631-4be7-a883-b686bda74540",""
"https://www.youtube.com/watch?v=ufHLYw9q7vQ","queued","ad5798a3-b8d7-49a7-982f-7b4cdca0fec2",""
"https://www.youtube.com/watch?v=Jn5hsfbhWx4","queued","9a735306-e591-4c3c-a999-ee732e6afe7c",""
"https://www.youtube.com/watch?v=ZadVivopeKk","queued","73dd46da-4814-46b5-9578-ce8983f7cc81",""
"https://www.youtube.com/watch?v=xdAJc8aEnjg","queued","ffca6997-1992-4b4c-a86b-534a76735429",""
"https://www.youtube.com/watch?v=MzRJJRu0o2E","queued","cec18881-31d1-4fb0-a27a-eeae2d9c22ab",""
"https://www.youtube.com/watch?v=zpsVpnvFfZQ","queued","10fdb55e-5eba-4e82-a19c-13c6c9ba9fd6",""
"https://www.youtube.com/watch?v=ekr2nIex040","queued","27ffd141-76ab-4de9-990e-30a7b1821ef3",""
"https://www.youtube.com/watch?v=Ppo3oPo4NYw","queued","75f255fc-1146-42c2-82a9-c721934e2bca",""
"https://www.youtube.com/watch?v=fRD_3vJagxk","queued","2c059dcd-6545-4f89-a4ff-a39ce6ff3d06",""
